ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_V8VOYG,C,46,Don’t know or N/A,No,No,No,Yes,818000,3800000,5760000,2,NA,Never had,Yes,No,Male,No,No,Never had,No,No,Yes,No,NA,Don't know,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_8MQVFL,C,43,Don’t know or N/A,Yes,No,No,Yes,120000,40000,2520000,12,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,No,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Low
ID_97OIE0,C,68,Yes,Yes,No,No,Yes,50000,20000,3650000,15,NA,Never had,No,Yes,Female,"Yes, sometimes",Yes,Don't know,No,No,Yes,No,NA,Yes,No,No,Never had,Don't know,Don't know,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_P47LZ0,B,25,Yes,No,No,Don't know,Yes,400,200,900,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_5MCAYJ,C,32,No,No,No,Don't know,Don't know,500000,300000,6000000,3,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Have now,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_XY6RKV,A,32,Yes,No,No,Yes,Yes,4000,2000,3600,3,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Have now,NA,9,Never had,Have now,NA,Have now,Never had,High
ID_1QNJNI,D,21,Yes,Yes,No,No,Yes,7,624,960,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,6,Never had,Don't know,Yes,NA,NA,Low
ID_GE67SN,B,42,Yes,No,Yes,No,Yes,185000,165000,185000,18,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,NA,Have now,Used to have but don't have now,Have now,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_MVB9ZX,B,46,Yes,Yes,No,Yes,Yes,200,0,100,9,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_UPMANQ,A,41,Yes,No,Yes,No,No,20000,40000,100000,2,Never had,Never had,Yes,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Medium
ID_OUBNLM,B,38,Yes,No,No,No,Yes,15000,3500,5000,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Medium
ID_D3NIOW,D,38,Yes,No,No,Yes,Yes,3600,NA,NA,3,Never had,NA,NA,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_37GBUH,C,36,Don’t know or N/A,Yes,No,Don't know,Don't know,50000,12000,20000,7,NA,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,Have now,Never had,Low
ID_KNL2LU,A,63,Yes,No,No,No,Yes,1700,10000,15000,25,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,0,Never had,Have now,NA,Never had,Never had,High
ID_VDSSMG,D,61,No,No,No,Don't know,Yes,100,600,600,10,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_3M9IQB,A,41,No,No,No,No,No,3000,4000,7000,13,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,No,Yes,NA,Never had,Never had,Never had,NA,4,Never had,Never had,NA,Never had,Never had,Low
ID_IQUWRX,A,28,Yes,Yes,No,No,Yes,2500,60000,54000,4,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,5,Never had,Have now,NA,Have now,Never had,High
ID_VI399G,D,40,Don’t know or N/A,Yes,No,Don't know,Don't know,10,216,336,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_HFAKGP,D,78,Yes,No,No,Don't know,Yes,50,240,240,30,Never had,NA,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,Yes,NA,NA,Low
ID_K6UJVB,B,37,No,No,No,No,Yes,97,2850,700,2,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_ADL7GE,D,38,Yes,No,No,Yes,Yes,300,1200,2400,8,Never had,NA,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Used to have but don't have now,Have now,NA,NA,NA,Medium
ID_B4XZ3M,A,38,No,No,No,No,Yes,1500,2310,18000,5,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_2UG05W,A,61,No,No,No,Yes,Yes,1500,30000,40000,2,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,6,Never had,Have now,NA,Never had,Never had,Medium
ID_830X7Q,D,42,Yes,No,No,No,No,200,5700,9720,2,Never had,NA,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,3,Never had,Never had,Yes,NA,NA,Low
ID_4JRCQ9,A,36,No,No,No,No,Yes,2200,6000,10000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,NA,Yes,Have now,Have now,Have now,NA,1,Never had,Have now,NA,Used to have but don’t have now,Used to have but don’t have now,High
ID_3KK0VM,A,34,Yes,No,No,No,Yes,1500,1750,2250,4,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Used to have but don’t have now,Have now,NA,11,Never had,Have now,NA,Never had,Never had,Medium
ID_M00IAL,D,34,No,No,No,Yes,Yes,100,NA,NA,15,Never had,NA,NA,Yes,Male,No,No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,3,Have now,Never had,NA,NA,NA,Medium
ID_U7EGPN,C,44,Yes,No,No,Don't know,Don't know,400000,250000,4800000,25,NA,Never had,No,No,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,NA,NA,Low
ID_SQ0P82,A,43,Yes,Yes,No,No,No,15000,70000,100000,9,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,0,Never had,Never had,NA,Never had,Have now,Low
ID_9DTP3N,D,28,No,No,No,No,No,200,700,700,2,Never had,NA,NA,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,2,Never had,Have now,NA,NA,NA,Medium
ID_FJ2TEX,C,35,Don’t know or N/A,Yes,No,Don't know,Don't know,2500000,1750000,2500000,7,NA,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Have now,Never had,Low
ID_SF3SDV,D,44,Yes,Yes,No,Yes,Yes,100,576,960,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,Yes,NA,NA,Medium
ID_PMVI1V,C,26,No,No,No,Yes,Yes,10000,100000,120000,3,NA,Never had,No,Yes,Female,No,No,Never had,No,Yes,No,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_A9W4K7,C,37,No,No,No,No,No,450000,37500,5400000,3,NA,Have now,No,No,Female,No,Yes,Never had,No,No,Don?t know / doesn?t apply,No,NA,No,No,No,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Low
ID_44QX1C,B,31,No,No,No,Yes,Yes,600,450,600,1,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_IQ9VOB,B,42,Yes,No,No,Don't know,Yes,1000,400,600,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Never had,Used to have but don't have now,Medium
ID_QS3NXP,D,43,Yes,Don’t know or N/A,No,No,Yes,100,2400,1500,0,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Don't know,NA,NA,NA,NA,NA,NA,Yes,9,Never had,Never had,NA,NA,NA,Low
ID_KJ63HW,D,51,Yes,No,Don’t know,Yes,Yes,200,1920,2160,15,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_OMOMS9,C,38,No,Don’t know or N/A,No,Don't know,Don't know,528000,130000,6336000,5,NA,Have now,No,Yes,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_RMHRCN,A,42,Yes,No,No,No,No,6000,180000,300000,22,Never had,Have now,0,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,11,Never had,Have now,NA,Never had,Never had,Medium
ID_R08L2I,D,35,Yes,No,Yes,No,No,800,3600,7200,5,Have now,Have now,NA,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,Medium
ID_ZYYBDA,B,60,Yes,No,No,Yes,Yes,1800,1000,1800,1,Never had,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_PGN3S2,B,52,Yes,No,No,Don't know,Yes,10000,3000,4500,3,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_NVC7HR,A,41,Yes,No,Yes,Yes,Yes,5000,70000,110000,5,Never had,Have now,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,No,No,NA,Yes,Have now,Never had,Have now,NA,2,Never had,Have now,NA,Have now,Used to have but don’t have now,High
ID_YXGZB3,D,30,Yes,Yes,No,Don't know,Don't know,1000,5400,12600,6,Never had,NA,Yes,Yes,Female,No,Yes,Never had,No,Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_NPAS8P,C,34,No,No,Yes,No,No,1500000,500000,1000000,3,Have now,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,Yes,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,Have now,Never had,No,Never had,Never had,High
ID_2K6T84,C,27,Yes,Yes,No,No,Yes,20000,8000,10000,6,NA,Never had,No,No,Male,No,No,Never had,No,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Never had,Never had,Low
ID_AFEYUH,A,33,Yes,No,No,No,Yes,2200,200,550,0,Used to have but don’t have now,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,11,Never had,Have now,NA,Never had,Never had,Medium
ID_WSQ7TF,B,27,Yes,No,No,Don't know,Yes,500,97,500,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_AR3SHL,A,50,Yes,No,No,No,Yes,2500,1000,2000,5,Don't know,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,Low
ID_1BSDX4,A,39,Yes,No,No,No,Yes,4000,7500,11050,5,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,10,Never had,Have now,NA,Never had,Never had,Medium
ID_O6GF9X,B,62,Yes,No,No,Yes,Yes,500,300,500,4,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_OZJCNS,A,52,No,No,No,No,No,1200,3780,5000,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,NA,4,Never had,Have now,NA,Never had,Never had,Medium
ID_WUL6RL,D,43,Yes,Yes,No,No,Yes,1200,500,700,2,Never had,NA,NA,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,8,Never had,Never had,NA,NA,NA,Low
ID_KI1IJE,A,67,Yes,Yes,No,Yes,Yes,1600,2600,4500,6,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_FM97N5,D,42,Yes,No,No,No,Yes,20,480,720,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_A34MPY,A,46,No,No,Yes,Yes,Yes,6000,7000,11000,3,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Yes,No,NA,Yes,Have now,Have now,Have now,NA,6,Never had,Have now,NA,Have now,Used to have but don’t have now,High
ID_WXROG9,A,52,Yes,No,Yes,No,No,5600,1400000,1500000,7,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,NA,Never had,Have now,Have now,NA,2,Have now,Have now,NA,Never had,Never had,High
ID_KHADIG,D,19,No,No,No,No,Yes,150,2400,7200,16,Never had,Have now,NA,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,Yes,NA,NA,Low
ID_73NEJV,D,56,Yes,No,No,No,Yes,250,5000,5000,5,Never had,Have now,Yes,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,NA,NA,NA,NA,NA,NA,No,1,Never had,Have now,NA,NA,NA,Medium
ID_4K7BPG,A,37,Yes,No,No,No,Yes,6000,3600,120000,2,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_2JN67L,A,26,Yes,No,Yes,No,Yes,400,900,120,4,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Low
ID_ZV1V8P,C,33,Yes,Yes,No,Don't know,Don't know,35000,8000,15000,3,NA,Have now,Yes,No,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_E87COW,D,30,Yes,No,No,No,No,300,1080,2400,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,NA,NA,NA,Low
ID_DX0UG1,D,68,Yes,No,Don’t know,No,Yes,1500,1000,2500,37,Never had,NA,NA,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Medium
ID_FSL828,D,40,Yes,No,No,Yes,No,35000,1440,3000,5,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Have now,Have now,Yes,NA,NA,Medium
ID_ZZQO17,A,52,Yes,Yes,No,No,Yes,680,650,1500,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,NA,Yes,Have now,Never had,Never had,NA,3,Never had,Have now,NA,Used to have but don’t have now,Never had,High
ID_MNZ9B9,B,48,Yes,No,No,Yes,Yes,700,300,500,5,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_K658OV,B,21,Yes,Yes,No,No,Yes,1500,200,600,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_X9V3ED,C,45,Yes,Yes,No,Yes,Yes,1500000,460000,2000000,2,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_CXHHDA,C,55,Don’t know or N/A,No,Yes,Yes,No,350000,40000000,60000000,NA,NA,Have now,Yes,Yes,Male,No,No,Have now,Yes,No,Yes,No,NA,Don't know,Yes,Yes,Never had,Have now,Have now,Yes,5,NA,NA,Yes,NA,NA,Medium
ID_ZB1EDM,A,37,Yes,No,No,No,No,3200,16150,50000,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,Low
ID_B28MCL,C,35,Don’t know or N/A,Yes,No,No,No,3000000,20000000,34000000,8,NA,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_SWDLR4,B,41,Yes,No,No,Don't know,Yes,4000,2000,12000,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Have now,Low
ID_AHANMV,C,56,Don’t know or N/A,No,No,No,Don't know,80000,40000,30000,15,NA,Never had,Yes,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_NH7I3W,B,40,No,No,No,No,Yes,7500,1000,7500,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_P4H78Q,C,30,Don’t know or N/A,Yes,No,Don't know,Yes,80000,7000,14000,1,NA,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,Have now,Never had,Low
ID_NGIXMC,A,55,No,Yes,No,Yes,No,24000,700,2000,0,Never had,Never had,0,No,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Don't know,Yes,NA,NA,Never had,Never had,Never had,NA,10,Never had,Never had,NA,Never had,Never had,Low
ID_CYVU04,B,75,Yes,No,No,Don't know,No,13000,300,13000,10,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_35HCK1,D,25,Yes,Yes,No,Don't know,Yes,25,1200,2400,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know,Do not know / N‎/A,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_O4KVFF,A,36,No,No,No,No,No,12000,5700,20000,3,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,NA,Yes,Never had,Never had,Have now,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_VINXRC,D,30,No,Yes,No,No,Yes,90,600,1800,6,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Have now,Have now,NA,NA,NA,Medium
ID_JCDGGH,B,23,Yes,No,No,Don't know,Yes,200,150,50,0,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_XQJ7DP,A,59,Yes,No,No,No,Yes,8300,21000,28000,13,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_IQ7ZJ3,A,41,Yes,No,No,No,Yes,3000,4000,9000,1,Never had,Have now,Yes,No,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_B98DS0,C,37,Don’t know or N/A,No,Yes,No,Yes,6000000,3000000,400500,4,NA,Have now,Yes,No,Male,"Yes, sometimes",Yes,Have now,Yes,No,Yes,No,NA,Yes,No,No,Never had,Have now,Have now,No,NA,NA,NA,No,NA,NA,Medium
ID_N8EZP7,A,25,Yes,No,No,No,Yes,5000,4500,6500,0,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,6,Never had,Never had,NA,Never had,Never had,Low
ID_PJB8ZE,C,40,Yes,Yes,No,No,No,300000,200000,500000,3,NA,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,NA,Yes,No,No,Never had,Never had,Have now,Yes,NA,NA,NA,No,NA,NA,Low
ID_6P9I7S,D,63,No,Yes,Don’t know,Don't know,Don't know,150,960,1800,7,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,Yes,NA,NA,Low
ID_TCP01V,C,47,Don’t know or N/A,Yes,No,Don't know,Don't know,300000,50000,80000,18,NA,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_04YPRP,B,40,Yes,Yes,No,No,Yes,4000,200,400,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_146DZF,C,24,Yes,Don’t know or N/A,No,No,No,84000,400000,700000,4,NA,Never had,Yes,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,NA,No,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_FUB4RC,C,30,Don’t know or N/A,No,No,Yes,No,1200000,250000,80000,9,Never had,Have now,No,Yes,Female,"Yes, sometimes",No,Have now,Yes,Yes,Yes,Yes,NA,Yes,Yes,No,Never had,Never had,Have now,No,NA,Have now,Never had,No,Have now,Never had,High
ID_ACPT57,D,41,Yes,No,No,Yes,Yes,150,9000,18000,3,Never had,NA,NA,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,4,Used to have but don't have now,Have now,NA,NA,NA,Medium
ID_TF07GB,A,57,No,No,No,Yes,Yes,1000,8000,14000,34,Never had,Have now,Yes,Yes,Male,"Yes, always",No,Never had,No,No,Yes,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_GDYE01,D,26,Yes,Yes,No,No,Yes,200,1200,2400,0,Never had,Have now,NA,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,No,No,No,NA,NA,NA,NA,NA,NA,No,10,Never had,Never had,NA,NA,NA,Low
ID_PJPF24,A,29,Yes,Yes,Yes,No,Yes,18000,10000,18000,5,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Low
